日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-08-12	SLV-44180｜行车指数查询参数映射失败	"现象：[Jira原票·描述/全部评论]原版本三句均无法查询；评论显示天气接口同时返回traffic与travel，车端因slot/英文键映射失败。
当前复测：[Alchemy在线对话·SLV·2026-08-24]三句均命中1251；‘适合行车吗/适合开车吗’已返回canonical=traffic，但‘行车指数是多少’仍返回空canonical、literal=开车行车指数。
正式边界：[天气PRD v20250901·查询天气指数][标准1398/深蓝26748]行车、行车指数、开车归入交通；旅游是独立指数。"	"结论：定义为天气指数语义槽值缺陷；不是查询旅游指数。‘适合行车吗/适合开车吗/行车指数是多少’均应查询当天交通指数并统一下发suggestion=traffic。当前SLV实时复测前两句正确，但‘行车指数是多少’仍返回空canonical，问题未闭环。
依据：天气PRD v20250901·查询天气指数；Alchemy标准1398；Alchemy深蓝26748；Jira评论及2026-08-24在线复测。
处理：修复‘行车指数是多少’的weather_index canonical并确保车端按英文traffic键匹配，随后回归原三句；语义平台/NLU负责人牵头处理。"	FALSE		可转研发		先修复‘行车指数是多少’使canonical=traffic；再回归三句均按英文traffic键获取并播报当天交通指数，不得映射为travel	"Jira原票·描述/全部评论
天气PRD v20250901·查询天气指数
Alchemy在线对话·SLV·2026-08-24
Alchemy标准1398
Alchemy深蓝26748
深蓝项目语音功能点260731·行580"
2026-08-12	ADS-46860｜花瓣地图未上报家和公司地址	"现象：[Jira原票·完整评论/关联ADS-46859等]历史Cloud把机场作为目的地但重复下发两个公司via_poi，导致导航请求不合法。
Alchemy：[在线对话·BIGSUR]当前原话只下发机场目的地1209，完全丢失公司途经点；[标准1433·下发参数/一般导航意向、深蓝项目24552]明确带途经点导航需同时包含目的地与途径条件。
正式资料：[深蓝花瓣地图语音清单·第14、21-25行]只定义快捷地址和POI/路线规划，未逐字定义该多意图组合；当前平台与Jira历史实现也不一致。"	"结论：目标语义应是公司为途经点、机场为目的地；但Jira历史实现重复公司途经点，Alchemy当前又完全丢失公司，两个实现版本不一致，需会诊确认当前线上链路后定修复层。
依据：Jira原票完整评论、Alchemy BIGSUR当前结果、标准1433/深蓝项目24552、深蓝花瓣地图语音清单第14及21-25行。
处理：用同原话抓当前req_id；若Cloud仍重复则修正去重与顺序，若当前已丢via则先修NLU/多意图拆分，最终只下发一个公司via和一个机场目的地；C673-7地图多站点语音产品/Cloud研发负责人处理。"	FALSE		待会诊		Alchemy链已补齐；当前结果与Jira历史Cloud结果冲突，需当前req_id确认修复层。	"Jira原票·描述/全部评论
Alchemy在线对话·BIGSUR·当前只下发机场目的地1209，未带via_poi；Jira历史日志则重复下发两个公司via_poi
标准1433（已锁定）明确带途经点导航应同时下发目的地和途径条件
深蓝项目24552（已锁定、继承未修改）
深蓝花瓣地图语音清单·第14/21-25行"
2026-08-12	HUR-77192｜挪威语智能远光灯语料目标冲突	"现象：[Jira原票·描述/完整评论]挪威语关闭智能远光灯未执行；车端日志显示Cerence语义正确，但离线映射降级2820，在线withCerence又被车外灯安全策略拦截为-6。
Alchemy：[在线对话·HUR]当前原话直接落classification=chat、meta_id=2820；[标准1689/马自达项目26049]只证明当前拒识链。
正式缺口：[J90A海外LanguageList V1.1·03_Vehicle Settings全表]及[内部版V1.0_260806·03_Vehicle Settings A1:AQ1900]精确原话均0命中；Jira最新评论仍要求与客户确认智能远光灯/自动大灯冲突。"	"结论：当前平台和实车链路均未正确执行，但目标语料仍未在两份当前LanguageList中落行，且智能远光灯与自动大灯目标存在冲突；不能仅凭工程分析把票直接转DS。
依据：Jira原票完整评论、Alchemy HUR当前2820、标准1689/马自达项目26049、J90A海外LanguageList V1.1与内部版V1.0精确零命中。
处理：取得客户/MRE生效语料行并明确目标灯光后，统一byCerence/withCerence路由及离线映射；J90A-EU PI语料产品/DS路由配置负责人处理。"	FALSE		待复核		Alchemy当前为2820；未完成项为MRE生效语料行及智能远光灯/自动大灯目标确认。	"Jira原票·描述/全部评论
Alchemy在线对话·HUR·classification=chat，meta_id=2820 dialogue:method:reject
标准1689拒识（草稿）
马自达项目26049拒识（已锁定、继承未修改）
J90A海外LanguageList V1.1·03_Vehicle Settings
J90A海外LanguageList内部版V1.0·03_Vehicle Settings"
2026-08-12	HUR-72809｜荷兰语能量流与能量管理同词冲突	"现象：[Jira原票·描述/完整评论]“Open energiebeheer”实车打开车辆设置能量管理，测试预期能量流App，评论确认两者不是同一功能但表达冲突。
Alchemy：[在线对话·HUR]当前进一步误落1026 media:music:play；[标准1097/马自达项目25979]均是点播歌曲，只证明当前NLU错误。
正式缺口：[J90A海外LanguageList V1.1]及[内部版V1.0_260806]的16_Energy Flow、13_Energy Management对应全表精确原话均0命中，未取得MRE当前语料条目。"	"结论：当前Alchemy误落音乐，实车历史又打开能量管理；两种实现都不能证明能量流目标。由于同一句荷兰语对应能量流/能量管理的正式语料未落表，暂不直接转语音。
依据：Jira原票完整评论、Alchemy HUR当前1026、标准1097/马自达项目25979、两版J90A LanguageList相关Sheet精确零命中。
处理：让客户/MRE明确能量流App与车辆设置能量管理的两套荷兰语表达并提供生效条目，再分别配置项目功能点和回归；J90A-EU荷兰语语料产品负责人处理。"	FALSE		待复核		Alchemy当前误落音乐；未完成项为MRE两套荷兰语表达及生效功能点。	"Jira原票·描述/全部评论
Alchemy在线对话·HUR·误命中1026 media:music:play，op=open、name=energiebeheer
标准1097点播歌曲（已锁定），与目标能量功能无关
马自达项目25979点播歌曲（已锁定、继承未修改）
J90A海外LanguageList V1.1·16/13 Sheet
J90A海外LanguageList内部版V1.0·16/13 Sheet"
2026-08-13	ADS-47447｜自定义应答语“你好我好”被叠词规则拒绝	Jira原票：NLU正确下发meta_id 1325及keywords=你好我好；车端因mCode 205叠词前置条件拒绝。Alchemy当前原话：实时命中1325。深蓝项目功能点：项目点24435“新增应答语”继承标准1250。	"结论：定义“你好我好”可作为深蓝自定义应答语，当前拒绝属于车端前置条件错误；转C385-5语音执行/车端研发修复。
依据：Alchemy当前原话·meta_id 1325；深蓝项目功能点·项目点24435/第332、796-798行；Jira实现日志·mCode 205。
处理：C385-5语音执行/车端研发对深蓝项目取消或调整mCode 205叠词拦截，保留不文明内容与正式长度边界校验，并回归“你好我好”；责任方为C385-5语音执行/车端研发。"	FALSE		可转研发		回归“你好我好”；仅调整深蓝mCode 205，保留正式长度与文明校验	"Jira原票·ADS-47447
关联票·ADS-48288
Alchemy当前原话·1325
深蓝项目功能点·24435"
2026-08-13	ADS-48590｜附近停车场部分POI无实景图	Jira原票：有photos时展示第一张，无photos时展示默认图；已排除接口/加载故障。Alchemy当前原话：“附近的停车场”命中meta_id 1208、nearby、car_park。正式交互v1.5明确无图展示默认图。	"结论：当前行为符合正式交互定义，本票按非问题关闭；不要求每个停车场都必须返回实景图。
依据：语音大模型交互v1.5·POI内容显示信息/图片；POI推荐PRD v0.8·2.3.2；Jira实现分析·photos字段。
处理：吴优按定义关闭本票并同步测试修改预期：有图展示第一张，无图展示默认图；不转讯飞做强制补图或过滤。责任方为吴优（产品）。"	FALSE		可关闭		未执行Jira关闭；后续仅同步测试按默认图规则验收	"Jira原票·ADS-48590
交互v1.5·POI图片
POI推荐PRD v0.8·2.3.2
Alchemy当前原话·1208"
2026-08-14	SLV-44574｜通话记录同步按钮未执行可见	现象：蓝牙电话通话记录数据未同步态说‘同步’，3/3未执行；Jira附件录屏显示手动点击可进入同步确认。正式配置：非3D可见表V1.0·蓝牙电话第5行已定义btphone_calllog_synchronize，subject=同步|同步数据。实时链路：Alchemy BIGSUR中‘同步/点击同步/选择同步’均误命中1273温区同步且visible_result为空。	"结论：正式配置已支持通话记录数据未同步态的‘同步’按钮，当前原话被温区同步功能点抢占，属于语音NLU/页面可见路由缺陷，可转语音处理。
依据：非3D可见表V1.0·蓝牙电话第5行；Alchemy BIGSUR实时结果·1273/1305；Jira附件录屏。
处理：深蓝语音NLU/可见路由配置负责人修正页面上下文优先级：当前节点可见时让‘同步/同步数据’命中btphone_calllog_synchronize，避免落1273温区同步或1305仅打开通话记录，并回归‘同步、点击同步、选择同步、同步通话记录’。"	FALSE		可转语音		未执行Jira评论/转派/状态变更；SLV-44564为错误日志引用，已排除。	"Jira原票·SLV-44574
非3D可见表V1.0·蓝牙电话第5行
Alchemy BIGSUR·1273/1305
蓝牙电话PRD v2.7"
2026-08-17	ADS-48571｜stg环境，query：今天心情不错给我推荐附近的美食 然后播放流行音乐要治愈的，播放歌曲落域到了deepal ai显示了弹窗进行介绍	"现象与实现：多意图进入规划，模糊‘治愈’触发联网搜索并拉起Deepal AI，相关弹窗会遮蔽POI内容。[Jira原票·ADS-48571]
资料结论：PRD/UE覆盖规划、联网搜索和Deepal AI展示，但未定义与POI/点播弹窗的抢占优先级。[Deepal AI PRD v0.6/UE v1.3]
Alchemy：当前返回1208+1026。[Alchemy当前结果]"	"结论：当前多意图进入规划、模糊‘治愈’触发联网搜索并拉起Deepal AI符合现行实现说明，但正式PRD/UE未定义Deepal AI、POI和点播弹窗的抢占优先级，状态为待复核。
依据：Deepal AI PRD v0.6/UE v1.3；ADS-48571及ADS-48570完整评论；Alchemy当前1208+1026。
处理：补齐多意图下Deepal AI、POI、点播弹窗的优先级与保留规则后再定责；深蓝语音大模型路由负责人处理。"	FALSE		待复核		缺多意图弹窗优先级正式定义；当前不能仅凭实现评论判定为路由缺陷。	"Jira原票·ADS-48571
Deepal AI PRD v0.6/UE v1.3
Alchemy当前结果"
2026-08-17	ADS-48769｜P挡语音输入打开车外喊话，TTS回复车外扬声器已经是打开的了（预期是展示车外喊话入口界面或直接进入车外喊话界面）	"现象与实现：原话‘打开车外喊话’当前命中1657车外扬声器开关。[Jira原票·ADS-48769]
正式定义：车外喊话是独立二级入口，语音仅在页面内执行可见卡片，未定义直接语音打开页面。[车外喊话PRD V0.3·3.1]
Alchemy：当前命中1657。[Alchemy当前结果]"	"结论：定义为非问题。‘车外喊话’是系统设置中的独立二级入口，语音仅在车外喊话页面对可见卡片执行；现行1657按车外扬声器开关处理不承担打开页面。
依据：车外喊话PRD V0.3·3.1；Alchemy当前1657及深蓝项目点24530；Jira完整评论。
处理：按现行边界关闭本Bug；若需要语音打开车外喊话页面，另提页面开启需求；吴优负责处理。"	FALSE		可关闭		测试预期中的‘展示/进入车外喊话页面’未在现行语音边界中定义。	"Jira原票·ADS-48769
车外喊话PRD V0.3·3.1
Alchemy当前结果"
2026-08-17	ADS-48813｜Stg环境，当前poi已经显示了周边电影院列表，query：筛选以下评分4分以上的，应该是重新按照4分以上这个条件推荐了周边的电影院。第一次只有5个地点，第二次	"现象与实现：在上一轮电影院列表上筛选评分4分以上。[Jira原票·ADS-48813]
正式定义：POI v0.8要求1455合并上一轮列表与评分/价格/距离条件执行二次筛选；公司名称搜索由1208地址/POI域承载。[POI推荐PRD v0.8·2.5.3]
Alchemy：当前结果见本票判断。[Alchemy当前结果]"	"结论：定义为执行缺陷。Alchemy已正确命中1455二次筛选，但车端未基于上一轮电影院列表合并评分条件，结果数量反增。
依据：POI推荐PRD v0.8·2.5.3；Alchemy当前1455；ADS-48813及ADS-29428评论。
处理：保留上一轮POI列表上下文并按评分条件过滤，禁止重新发起无上下文搜索；POI推荐/AIS上下文负责人处理。"	FALSE		可转研发		PRD明确支持评分、价格、距离的以上/以下/以内/以外二次筛选。	"Jira原票·ADS-48813
POI推荐PRD v0.8·2.5.3
Alchemy当前结果"
2026-08-17	ADS-48814｜Stg环境，当前poi已经显示了周边的火锅店，query：筛选下人均价格100元以上的，落域错误到了deepal ai，且内容也不是上一次poi列表推荐中的火锅	"现象与实现：在上一轮火锅列表上筛选人均价格100元以上。[Jira原票·ADS-48814]
正式定义：POI v0.8要求1455合并上一轮列表与评分/价格/距离条件执行二次筛选；公司名称搜索由1208地址/POI域承载。[POI推荐PRD v0.8·2.5.3]
Alchemy：当前结果见本票判断。[Alchemy当前结果]"	"结论：定义为语义路由缺陷。原话应命中1455 POI二次筛选并继承上一轮火锅列表，当前却命中1209导航去地址。
依据：POI推荐PRD v0.8·2.5.3；Alchemy当前1209；ADS-48814/ADS-48739/ADS-29428。
处理：把价格筛选原话路由到1455并下发上一轮列表上下文及price>=100条件；AI Cockpit NLU负责人处理。"	FALSE		可转语音		当前1209属于导航发起，与PRD规定的1455二次筛选不一致。	"Jira原票·ADS-48814
POI推荐PRD v0.8·2.5.3
Alchemy当前结果"
2026-08-17	ADS-48815｜Stg环境，当前poi已经显示了周边的酒店，query：筛选下600米以外的，应该是重新按照600米以外这个条件重新推荐了酒店。第一次只有5个地点，第二次筛选则	"现象与实现：在上一轮酒店列表上筛选600米以外。[Jira原票·ADS-48815]
正式定义：POI v0.8要求1455合并上一轮列表与评分/价格/距离条件执行二次筛选；公司名称搜索由1208地址/POI域承载。[POI推荐PRD v0.8·2.5.3]
Alchemy：当前结果见本票判断。[Alchemy当前结果]"	"结论：定义为语义路由缺陷。原话应命中1455 POI二次筛选并继承上一轮酒店列表，当前却命中1209导航去地址。
依据：POI推荐PRD v0.8·2.5.3；Alchemy当前1209；ADS-48815/ADS-48739/ADS-29428。
处理：把距离筛选原话路由到1455并下发上一轮列表上下文及distance>600m条件；AI Cockpit NLU负责人处理。"	FALSE		可转语音		PRD明确覆盖距离‘以外’，当前1209导航路由不符合目标。	"Jira原票·ADS-48815
POI推荐PRD v0.8·2.5.3
Alchemy当前结果"
2026-08-17	ADS-48829｜Stg环境，query：搜索爱贝尔发制品有限公司，落域到了地点搜索与推荐	"现象与实现：搜索爱贝尔发制品有限公司。[Jira原票·ADS-48829]
正式定义：POI v0.8要求1455合并上一轮列表与评分/价格/距离条件执行二次筛选；公司名称搜索由1208地址/POI域承载。[POI推荐PRD v0.8·2.5.3]
Alchemy：当前结果见本票判断。[Alchemy当前结果]"	"结论：定义为非问题。公司名称搜索属于地址/POI搜索，落入‘地点搜索与推荐’1208是正式地图承载域；当前城市无该POI不等于落域错误。
依据：POI推荐PRD v0.8·2.1.2；Alchemy当前1208及深蓝项目点24548；ADS-48829/ADS-48774评论。
处理：按地点搜索域验收并关闭本Bug；若地图数据缺失，转地图数据问题；吴优负责处理。"	FALSE		可关闭		‘地点搜索与推荐’是地图POI正式域名，不以显示名称判断落域错误。	"Jira原票·ADS-48829
POI推荐PRD v0.8·2.5.3
Alchemy当前结果"
2026-08-17	ADS-48838｜车外语音，车外唤醒后query：关闭后视镜加热，执行和TTS无反应	"现象与实现：车外唤醒后关闭后视镜加热，NLU返回1361后被车外区域过滤改写为-6，动作与TTS均为空。[Jira原票·ADS-48838]
正式定义：后视镜、灯光属于车外车控范围；即使不在白名单也必须返回固定TTS，禁止静默。[车外语音PRD V1.8·功能列表/兜底回复]
Alchemy：当前命中1361。[Alchemy当前结果]"	"结论：定义为车外语音过滤缺陷。NLU正确返回1361，但车外区域过滤改写为-6并清空动作/TTS；后视镜属于车外控制范围，且白名单外也必须固定回复，当前静默不符合定义。
依据：车外语音PRD V1.8·三/3及五/1；车外语音UE V0.8；Jira最新链路日志。
处理：配置1361的车外执行边界；允许时下发动作，不允许时返回固定TTS，禁止静默；车外语音云端白名单负责人处理。"	FALSE		可转研发		日志已定位ClientSession.filterForOutsideRegionTask把业务Meta改为-6。	"Jira原票·ADS-48838
车外语音PRD V1.8·功能列表/兜底回复
Alchemy当前结果"
2026-08-17	ADS-48840｜车外语音，车外唤醒后query：打开后视镜自动折叠，TTS无反应	"现象与实现：车外唤醒后打开后视镜自动折叠，NLU返回1541后被车外区域过滤改写为-6，动作与TTS均为空。[Jira原票·ADS-48840]
正式定义：后视镜、灯光属于车外车控范围；即使不在白名单也必须返回固定TTS，禁止静默。[车外语音PRD V1.8·功能列表/兜底回复]
Alchemy：当前命中1541。[Alchemy当前结果]"	"结论：定义为车外语音过滤缺陷。NLU正确返回1541，但车外区域过滤改写为-6并静默；后视镜在正式车外控制范围内，至少必须返回执行或固定拒绝TTS。
依据：车外语音PRD V1.8·三/3及五/1；车外语音UE V0.8；Jira最新链路日志。
处理：补齐1541车外白名单/拒绝文言配置并回归动作下发；车外语音云端白名单负责人处理。"	FALSE		可转研发		无论最终是否允许折叠，静默均违反V1.8兜底回复要求。	"Jira原票·ADS-48840
车外语音PRD V1.8·功能列表/兜底回复
Alchemy当前结果"
2026-08-17	ADS-48841｜车外语音，车外唤醒后query：打开迎宾灯效，TTS无反应	"现象与实现：车外唤醒后打开迎宾灯效，NLU返回1535后被车外区域过滤改写为-6，动作与TTS均为空。[Jira原票·ADS-48841]
正式定义：后视镜、灯光属于车外车控范围；即使不在白名单也必须返回固定TTS，禁止静默。[车外语音PRD V1.8·功能列表/兜底回复]
Alchemy：当前命中1535。[Alchemy当前结果]"	"结论：定义为车外语音过滤缺陷。NLU正确返回1535，但车外区域过滤改写为-6并静默；灯光属于车外控制范围，至少必须返回执行或固定拒绝TTS。
依据：车外语音PRD V1.8·三/3及五/1；车外语音UE V0.8；Jira最新链路日志。
处理：补齐1535车外白名单/拒绝文言配置并按车型灯光配置回归；车外语音云端白名单负责人处理。"	FALSE		可转研发		迎宾灯车型条件可在执行层校验，不能以空动作和空TTS结束。	"Jira原票·ADS-48841
车外语音PRD V1.8·功能列表/兜底回复
Alchemy当前结果"
2026-08-17	ADS-48842｜车外语音，车外唤醒后query：打开智能远光灯，执行和TTS无反应	"现象与实现：车外唤醒后打开智能远光灯，NLU返回1040后被车外区域过滤改写为-6，动作与TTS均为空。[Jira原票·ADS-48842]
正式定义：后视镜、灯光属于车外车控范围；即使不在白名单也必须返回固定TTS，禁止静默。[车外语音PRD V1.8·功能列表/兜底回复]
Alchemy：当前命中1040。[Alchemy当前结果]"	"结论：定义为车外语音过滤缺陷。NLU正确返回1040，但车外区域过滤改写为-6并静默；灯光属于车外控制范围，安全条件不满足时也必须明确拒绝。
依据：车外语音PRD V1.8·三/3及五/1；车外灯光/后视镜需求V2；Jira最新链路日志。
处理：按灯光安全边界配置1040；允许时执行，不允许时返回固定TTS，禁止静默；车外语音云端白名单负责人处理。"	FALSE		可转研发		安全限制决定执行与否，不改变必须给出明确结果的要求。	"Jira原票·ADS-48842
车外语音PRD V1.8·功能列表/兜底回复
Alchemy当前结果"
2026-08-17	ADS-48848｜车外语音，车外唤醒后query：前照灯延时设置为关闭，执行和TTS无反应	"现象与实现：车外唤醒后关闭前照灯延时，NLU返回1322后被车外区域过滤改写为-6，动作与TTS均为空。[Jira原票·ADS-48848]
正式定义：后视镜、灯光属于车外车控范围；即使不在白名单也必须返回固定TTS，禁止静默。[车外语音PRD V1.8·功能列表/兜底回复]
Alchemy：当前命中1322。[Alchemy当前结果]"	"结论：定义为车外语音过滤缺陷。NLU正确返回1322，但车外区域过滤改写为-6并静默；灯光控制在车外能力范围内，未开放时也必须返回固定拒绝TTS。
依据：车外语音PRD V1.8·三/3及五/1；车外灯光/后视镜需求V2；Jira最新链路日志。
处理：补齐1322的车外白名单或denied_replies及关闭值映射；车外语音云端白名单负责人处理。"	FALSE		可转研发		当前action参数与TTS均为空，缺陷点在车外区域过滤/配置。	"Jira原票·ADS-48848
车外语音PRD V1.8·功能列表/兜底回复
Alchemy当前结果"
2026-08-17	ADS-48852｜query：明天和今天的天气怎么样，没有能查询天气，TTS回复：抱歉，我只能查询7天内的天气	"现象与实现：Jira日志原话为‘明天和后天天气怎么样’，NLU下发1249及+1d/+2d，但执行返回7天越界TTS。[Jira原票·ADS-48852]
正式定义：深蓝支持7天内按天查询及时间段/未来三天查询。[天气PRD v20250901·多日/时间段]
Alchemy：当前命中1249。[Alchemy当前结果]"	"结论：定义为天气执行缺陷。NLU已正确下发1249及+1d/+2d，正式PRD支持7天内天气和时间段查询，当前回复‘只能查询7天内’与输入及定义矛盾。
依据：天气PRD v20250901·天气查询/时间段；Alchemy当前1249；ADS-48852/ADS-48784日志。
处理：天气服务按多日时间段返回并展示明天、后天结果，修正错误越界TTS；天气卡片/服务执行负责人处理。"	FALSE		可转研发		Jira日志原话为‘明天和后天’，不是旧表中的‘明天和今天’。	"Jira原票·ADS-48852
天气PRD v20250901·多日/时间段
Alchemy当前结果"
2026-08-17	ADS-48969｜17：07唤醒语音query：一键下电；再query：确认；无法执行tts回复：请你在弹窗中进行确认	"现象与实现：一键下电后‘确认’已生成confirm_yes，但链路落入llm:chat:claw，TTS要求在弹窗确认。[Jira原票·ADS-48969]
资料结论：系统设置V9.2与IHU文档未给出弹窗接受语音二次确认的条款，且被引用的显示协调V1.7未检索到。[C673系统设置V9.2/车辆下电定义]
Alchemy：当前1628及确认轮已核对。[Alchemy当前结果]"	"结论：当前日志已确认1628后生成confirm_yes但链路落入llm:chat:claw；然而现行系统设置只引用显示协调定义，未取得一键下电弹窗允许语音二次确认的正式条款，状态为待复核。
依据：ADS-48969及ADS-48964完整评论/reqId；Alchemy当前1628与确认轮；系统设置V9.2及IHU_DHUPwrMgr。
处理：补齐一键下电二次确认的输入通道定义；若允许语音确认，由对话策略负责人移除claw干扰；一键下电交互产品负责人处理。"	FALSE		待复核		缺C673显示协调中一键下电弹窗的语音确认条款，暂不直接转语音。	"Jira原票·ADS-48969
C673系统设置V9.2/车辆下电定义
Alchemy当前结果"
2026-08-17	HUR-81740｜语音回拨电话无法选择第几个	"现象：[Jira原票]回拨历史列表中说“第一个”无法完成选择；可见侧确认命中可见节点。
复核：[J90A蓝牙电话V0.5]仅定义回拨默认第一条后说“对/确认”；[Alchemy在线对话]2026-08-17依次命中1067/1455，说明语义存在但电话上下文未定义任意序号能力。"	"结论：定义为转需求评估。现行J90A电话定义只覆盖回拨默认第一条后说“对/确认”，未覆盖在回拨历史列表中语音选择任意第N项。
依据：[J90A蓝牙电话V0.5]·回拨列表/确认章节；[Jira原票]·可见侧仲裁评论；Alchemy HUR实测·1067→1455（2026-08-17）。
处理：评估新增回拨历史列表任意第N项选择及上下文衔接；J90A电话产品/语音DS负责人处理。"	FALSE		转需求评估		当前能力边界已明确；需评估列表序号范围、焦点保持及确认/直拨策略。	"Jira原票
J90A蓝牙电话V0.5
Alchemy在线对话"
2026-08-17	HUR-82887｜10：54  未在导航中-qurey：打电话给xx酒店  期望TTS回复：当前未在导航中，查询不到信息  实际拨打了电话	"现象：[Jira原票]未导航时说“打电话给亚朵酒店”直接进入预拨号。
复核：[J90A蓝牙电话V0.5]2.3/2.4明确黄页或指定POI可直接预拨号，2.6仅“目的地电话”要求地址卡片或导航；[Alchemy在线对话]2026-08-17命中1060。HUR-82884为描述中的错误日志链接，与本票无关。"	"结论：定义为可关闭。未导航时说“打电话给亚朵酒店”属于指定POI/黄页商家电话，可直接进入预拨号；只有“拨打目的地电话”依赖地址卡片或导航状态。
依据：[J90A蓝牙电话V0.5]·2.3/2.4/2.6；[Jira原票]·未导航实测；Alchemy HUR实测·1060（2026-08-17）。
处理：按指定POI电话直接预拨号验收并关闭本票；J90A电话测试负责人处理。"	FALSE		可关闭		回归需区分“指定POI电话”和“目的地电话”，不得以未导航一概判失败。	"Jira原票
J90A蓝牙电话V0.5
Alchemy在线对话
HUR-82884"
2026-08-17	HUR-83012｜15:56 来电设置为来电播报，收到来电，语音无提示接听还是挂断	"现象：[Jira原票]0616分支语音播报模式来电5/5未播“接听还是挂断”，也未拉起语音助手；研发称该分支不处理。
复核：[AIS电话PRD v2.7]3.1明确来电必须播报提示并拉起语音助手；[Alchemy在线对话]2026-08-17命中1065，但文本测试不替代被动来电。"	"结论：定义为待回归。语音播报模式收到来电时必须播报“接听还是挂断”并拉起语音助手；0616分支当前5/5不播报，但研发明确该分支不处理。
依据：[AIS电话PRD v2.7]·3.1；[Jira原票]·0616分支5/5及研发评论；Alchemy HUR·1065（2026-08-17）。
处理：在当前支持的J90A-ER/VAVE分支复现并回归，若仍不播报则修复来电TTS与语音助手拉起链路；BTPhone/MegaAssistant负责人处理。"	FALSE		待回归		先在当前支持的J90A-ER/VAVE分支复现；复现后直接进入BTPhone/MegaAssistant修复。	"Jira原票
AIS电话PRD v2.7
Alchemy在线对话"
2026-08-17	HUR-83099｜14：22+退出儿童模式时的TTS播报异常	"现象：[Jira原票]仅称退出儿童模式TTS异常，描述、评论和附件元数据未给出可逐字比较的预期/实际全文。
复核：[J90A情景模式V2.4]提供儿童模式退出场景；[Alchemy在线对话]2026-08-17命中1126，但两者均不能补足票面TTS对照。"	"结论：定义为待确认。当前票面未给出可逐字比较的预期TTS和实际TTS全文，无法判断是文言、情景模式状态还是播报链路问题。
依据：[Jira原票]·描述/评论/视频附件；[J90A情景模式V2.4]·儿童模式退出章节；Alchemy HUR·1126（2026-08-17）。
处理：补充预期TTS全文、实际TTS全文、语言环境和视频时间点后再定责；J90A情景模式测试负责人处理。"	FALSE		待确认		缺预期/实际TTS全文、语言环境和可辨识视频时间点；补齐前不定责。	"Jira原票
J90A情景模式V2.4
Alchemy在线对话"
2026-08-17	PC-38464｜14:50 互联设备页面，query：选择huawei hi-car  不执行可见	"现象：[Jira原票]Gerrit 1092722/1097927合入后仍失败，HiCar图标与展开/收起箭头在不同状态下抢占；8月15日评论明确“产品完善一下可见表”。
复核：[深蓝8155可见表v1.7]互联carlink页未将节点和四类操作按状态完整拆分；[Alchemy在线对话]2026-08-17命中1305。"	"结论：定义为转需求。互联设备页当前可见表未把HiCar图标与展开/收起箭头拆成状态化节点，“选择/打开/展开/收起”会互相抢占，继续改执行代码不能补齐产品配置。
依据：[深蓝8155可见表v1.7]·互联carlink页；[Jira原票]·Gerrit 1092722/1097927及8月15日评论；Alchemy BIGSUR·1305（2026-08-17）。
处理：补齐状态化节点、互斥条件和四类操作定义后重新接入；可见即可说产品配置负责人处理。"	FALSE		转需求		需定义展开/收起两种状态下的唯一可见节点和互斥条件，避免继续以代码补丁叠加。	"Jira原票
深蓝8155可见表v1.7
GL-5959
Alchemy在线对话"
2026-08-17	SD-6929｜[镁佳][C673-G3/G5][0309] [22扬]15:32洗车模式开启，雨刮已关闭，洗车模式上还显示雨刮未关闭	"现象：[Jira原票]雨刮已关闭但洗车模式仍显示“未关闭”。
复核：[SLV-44634]确认SD项目没有电子雨刮信号，原判定不成立；[G3/G5全功清单V1.7]登记手动雨刮车型能力；[系统设置V9.1]要求无效/不支持信号按车型配置处理。"	"结论：定义为转需求。C673-G3/G5为手动雨刮车型，不提供电子雨刮信号，现有洗车模式继续检查该信号会稳定误报“未关闭”，原检查条件不成立。
依据：[G3/G5全功清单V1.7]·车型雨刮能力；[系统设置V9.1]·无效/不支持信号配置规则；[SLV-44634]·无电子雨刮信号评论。
处理：删除手动雨刮车型的电子雨刮检查项及失败状态展示，按车型能力配置；SceneMode/车型配置负责人处理。"	FALSE		转需求		仅删除无电子雨刮信号车型的检查项；其他车型仍按实际信号配置验收。	"Jira原票
SLV-44634
G3/G5全功清单V1.7
系统设置V9.1"
2026-08-18	ADS-47844｜带截止时间的机场导航落到场景积木	"现象：带截止时间的机场导航落到场景积木。
证据：POI推荐PRD v0.8；Alchemy当前·3189；Jira描述、全部评论、附件和关联票已读。"	"结论：带截止时间的即时导航当前被3189场景积木接管，但该项目功能点仍为草稿，不能据此定义客户导航预期无效，暂不关闭。
依据：POI推荐PRD v0.8·行224-256；Alchemy当前·3189；Jira客户回归链路。
处理：明确‘时间表达+导航目的地’在即时导航与定时任务间的生效边界，并按结论回归发布配置；Deepal AI路由产品负责人处理。"	FALSE		待会诊		待补生效的时间导航/定时任务边界与3189发布状态。	"Jira原票·ADS-47844
POI推荐PRD v0.8
Alchemy当前·3189"
